Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2019Q4,COMPASS HEIGHTS,19,2.11,2.17,2.5
2019Q4,CONCOURSE SKYLINE,7,4.5,4.65,4.83
2019Q4,CORALIS,15,3.6,4.04,4.34
2019Q4,CORALS AT KEPPEL BAY,4,4.73,5.08,5.35
2019Q4,COSTA DEL SOL,16,2.91,3.05,3.23
2019Q4,COSTA RHU,15,2.75,2.95,3.12
2019Q4,COTE D'AZUR,15,3.03,3.15,3.34
2019Q4,CRADELS,12,3.78,4.43,4.53
2019Q4,CUBE 8,11,3.44,3.56,4.24
2019Q4,CUSCADEN RESIDENCES,10,3.5,3.65,4.12
2019Q4,CYAN,10,3.97,4.03,4.2
2019Q4,D'LEEDON,10,3.72,4.06,4.45
2019Q4,D'NEST,18,2.67,2.92,3.51
2019Q4,DAHLIA PARK CONDOMINIUM,17,1.86,1.91,1.94
2019Q4,DAKOTA RESIDENCES,14,3.52,3.63,3.8
2019Q4,DEVONSHIRE RESIDENCES,9,4.92,5.14,5.45
2019Q4,DOMAIN 21,3,4.12,4.29,4.32
2019Q4,DORSETT RESIDENCES,2,5.23,5.52,6.0
2019Q4,DOUBLE BAY RESIDENCES,18,2.75,2.88,2.99
2019Q4,DOVER PARKVIEW,5,2.89,3.0,3.2
2019Q4,DUCHESS CREST,10,2.99,3.11,3.2
2019Q4,DUO RESIDENCES,7,5.13,5.46,5.88
2019Q4,E MAISON,13,2.88,3.15,3.51
2019Q4,EAST MEADOWS,16,2.34,2.39,2.63
2019Q4,EAST VILLAGE,16,2.17,3.26,3.55
2019Q4,EASTERN LAGOON,15,2.32,2.46,2.63
2019Q4,EASTPOINT GREEN,18,2.24,2.35,2.48
2019Q4,EASTWOOD REGENCY,16,3.06,3.42,3.65
2019Q4,ECHELON,3,4.7,5.19,5.64
2019Q4,ECO,16,3.05,3.23,3.46
2019Q4,ECO SANCTUARY,23,2.87,3.0,3.27
2019Q4,EDELWEISS PARK CONDOMINIUM,17,1.88,1.98,2.21
2019Q4,EIGHT COURTYARDS,27,2.25,2.36,2.49
2019Q4,EIGHT RIVERSUITES,12,3.39,3.86,4.53
2019Q4,ELIAS GREEN,18,1.57,1.63,1.68
2019Q4,ELIZABETH HEIGHTS,9,2.22,2.4,2.45
2019Q4,EMERALD GARDEN,1,3.58,3.68,3.97
2019Q4,EMERALD PARK,3,2.96,3.02,3.15
2019Q4,EON SHENTON,2,4.93,5.57,6.22
2019Q4,ESPADA,9,4.94,6.28,6.79
2019Q4,ESTELLA GARDENS,17,1.8,2.24,2.47
2019Q4,EUHABITAT,14,3.36,3.55,3.7
2019Q4,EURO-ASIA COURT,9,2.6,2.7,2.86
2019Q4,EVERGREEN PARK,19,2.04,2.12,2.31
2019Q4,FABER GARDEN CONDOMINIUM,20,1.52,1.61,1.73
2019Q4,FERNWOOD TOWERS,15,1.77,1.99,2.14
2019Q4,FERRARIA PARK CONDOMINIUM,17,1.96,2.14,2.27
2019Q4,FIFTEEN ROBIN,10,3.42,3.49,3.73
2019Q4,FLAMINGO VALLEY,15,2.86,3.13,3.3
2019Q4,FLO RESIDENCE,19,2.47,2.57,2.7
2019Q4,FLORIDIAN,21,3.47,3.6,3.71
2019Q4,FORESQUE RESIDENCES,23,2.6,2.96,3.4
2019Q4,FRASER RESIDENCE SINGAPORE,9,4.49,5.16,5.43
2019Q4,FULCRUM,15,3.64,3.87,4.43
2019Q4,GALLOP GABLES,10,2.99,3.13,3.47
2019Q4,GARDENVISTA,21,3.09,3.18,3.26
2019Q4,GLENDALE PARK,23,2.2,2.32,2.35
2019Q4,GLENTREES,10,2.49,2.61,2.98
2019Q4,GOLDENHILL PARK CONDOMINIUM,20,2.77,2.85,3.09
2019Q4,GOODWOOD RESIDENCE,10,4.56,4.72,4.78
2019Q4,GRANDEUR 8,20,2.35,2.51,2.59
2019Q4,GUILIN VIEW,23,2.11,2.2,2.41
2019Q4,GUILLEMARD EDGE,14,3.7,4.08,4.29
2019Q4,GUILLEMARD SUITES,14,4.06,4.31,4.65
2019Q4,H2O RESIDENCES,28,2.38,2.49,2.67
2019Q4,HAIG COURT,15,2.63,2.72,2.77
2019Q4,HARBOUR SUITES,4,3.79,4.02,4.24
2019Q4,HARBOUR VIEW TOWERS,4,2.81,2.93,3.33
2019Q4,HARBOURLIGHTS,4,3.02,3.12,3.35
2019Q4,HAWAII TOWER,15,1.79,1.88,1.98
2019Q4,HAZEL PARK CONDOMINIUM,23,1.76,1.91,2.17
2019Q4,HEDGES PARK CONDOMINIUM,6,2.32,2.57,2.8
2019Q4,HERITAGE EAST,15,3.62,3.8,4.03
2019Q4,HERITAGE VIEW,5,3.3,3.42,3.62
2019Q4,HIGH PARK RESIDENCES,28,2.87,3.24,3.51
2019Q4,HIGH STREET CENTRE,6,6.25,7.44,7.89
2019Q4,HIGHLINE RESIDENCES,3,5.84,5.96,6.52
2019Q4,HILLBROOKS,23,2.03,2.09,2.19
2019Q4,HILLCREST ARCADIA,11,1.91,2.2,2.69
2019Q4,HILLION RESIDENCES,23,3.52,4.0,4.11
2019Q4,HILLSTA,23,2.73,2.94,3.25
2019Q4,HILLTOPS,9,5.83,6.06,6.19
2019Q4,HILLVIEW GREEN,21,1.94,2.08,2.15
2019Q4,HILLVIEW HEIGHTS,23,2.15,2.27,2.36
2019Q4,HILLVIEW REGENCY,23,2.26,2.32,2.41
2019Q4,HOLLAND PEAK,10,2.35,2.49,2.72
2019Q4,HORIZON TOWERS,9,2.31,2.39,2.61
2019Q4,HUME PARK I,21,1.75,1.99,2.22
2019Q4,HUME PARK II,21,1.92,2.04,2.16
2019Q4,HUNDRED TREES,5,2.95,3.22,3.57
2019Q4,ICON,2,4.76,5.18,5.51
2019Q4,ILLUMINAIRE ON DEVONSHIRE,9,5.43,5.64,6.09
2019Q4,INTERNATIONAL PLAZA,2,2.79,3.0,3.41
2019Q4,J GATEWAY,22,4.14,4.55,5.05
2019Q4,JADE RESIDENCES,19,3.34,3.5,3.57
2019Q4,JEWEL @ BUANGKOK,19,2.89,3.0,3.19
2019Q4,KAP RESIDENCES,21,3.6,3.95,4.04
2019Q4,KATONG REGENCY,15,3.84,4.44,4.74
2019Q4,KENSINGTON SQUARE,19,2.19,2.79,3.59
2019Q4,KERRISDALE,8,2.94,3.0,3.17
2019Q4,KIM SIA COURT,9,2.5,2.6,2.91
2019Q4,KINGSFORD . HILLVIEW PEAK,23,3.18,3.44,3.79
2019Q4,KINGSFORD WATERBAY,19,3.03,3.24,3.61
2019Q4,KOVAN MELODY,19,2.63,2.69,2.85
2019Q4,KOVAN REGENCY,19,3.13,3.39,3.69
2019Q4,KOVAN RESIDENCES,19,2.78,3.0,3.21
2019Q4,KUM HING COURT,10,2.03,2.09,2.15
2019Q4,L'VIV,11,4.58,4.73,5.19
2019Q4,LA BRISA,14,3.6,3.95,3.98
2019Q4,LA FIESTA,19,2.85,3.1,3.34
2019Q4,LA FLEUR,14,3.51,4.03,4.16
2019Q4,LAKE GRANDE,22,4.0,4.22,4.5
2019Q4,LAKEHOLMZ,22,2.35,2.47,2.56
2019Q4,LAKEVILLE,22,3.23,3.42,3.62
2019Q4,LANDBAY CONDOMINIUM,16,2.36,2.59,2.73
2019Q4,LE CRESCENDO,14,2.51,2.71,2.81
2019Q4,LE REGAL,14,2.93,3.81,4.01
2019Q4,LEEDON 2,10,3.38,3.6,3.77
2019Q4,LEEDON RESIDENCE,10,4.01,4.6,4.95
2019Q4,LEONIE CONDOTEL,9,3.07,3.21,3.33
2019Q4,LEONIE GARDENS,9,2.57,2.8,3.03
2019Q4,LINCOLN SUITES,11,4.82,5.12,5.62
2019Q4,LIV ON WILKIE,9,4.01,4.57,5.49
2019Q4,LIVIA,18,2.08,2.3,2.47
2019Q4,LOFT @ NATHAN,10,3.02,4.2,4.89
2019Q4,LOTUS AT PAYA LEBAR (EAST WING),14,2.9,3.55,4.34
2019Q4,LOYANG VALLEY,17,1.69,1.85,1.96
2019Q4,LUCIDA,11,3.18,3.51,3.82
2019Q4,LUMIERE,2,4.28,4.57,4.88
2019Q4,M21,11,3.18,3.26,3.48
2019Q4,MACKENZIE 88,9,3.87,4.44,4.56
2019Q4,MANDARIN GARDENS,15,2.23,2.49,2.8
2019Q4,MAPLE WOODS,21,2.62,2.8,2.95
2019Q4,MARINA BAY RESIDENCES,1,5.31,5.57,6.05
2019Q4,MARINA BAY SUITES,1,4.17,4.36,4.54
2019Q4,MARINA COLLECTION,4,3.42,3.48,4.0
2019Q4,MARINA ONE RESIDENCES,1,5.0,5.26,5.59
2019Q4,MARINE BLUE,15,3.77,3.98,4.41
2019Q4,MARTIN PLACE RESIDENCES,9,4.3,4.73,5.34
2019Q4,MAYSPRINGS,23,1.99,2.3,2.53
2019Q4,MEADOWS @ PEIRCE,26,1.96,2.1,2.42
2019Q4,MELROSE PARK,10,3.4,3.56,3.67
2019Q4,MELVILLE PARK,18,2.11,2.3,2.45
2019Q4,MERAPRIME,3,4.45,4.74,4.84
2019Q4,MERAWOODS,23,1.86,1.95,2.13
2019Q4,MI CASA,23,2.1,2.11,2.21
2019Q4,MIDTOWN RESIDENCES,19,3.52,3.68,4.01
2019Q4,MILL POINT,10,3.83,4.1,4.58
2019Q4,MIRAGE TOWER,9,3.04,3.5,4.21
2019Q4,MODENA,18,2.27,2.33,2.5
2019Q4,MON JERVOIS,10,3.64,3.94,4.06
2019Q4,MONTEBLEU,11,3.48,3.66,3.96
2019Q4,MONTEREY PARK CONDOMINIUM,5,2.35,2.53,2.64
2019Q4,MONTVIEW,10,2.85,3.15,3.24
2019Q4,MY MANHATTAN,18,3.2,3.44,3.9
2019Q4,NATURA@HILLVIEW,23,3.24,3.41,3.65
2019Q4,NEPTUNE COURT,15,1.68,1.82,1.89
2019Q4,NEWTON EDGE,9,4.23,4.84,4.99
2019Q4,NEWTON GEMS,11,3.44,3.72,3.83
2019Q4,NEWTON SUITES,11,4.59,4.95,5.43
2019Q4,NIN RESIDENCE,13,2.0,3.07,3.48
2019Q4,NINETEEN SHELFORD ROAD,11,2.96,3.18,3.31
2019Q4,NORTH PARK RESIDENCES,27,3.45,3.72,4.18
2019Q4,NORTHVALE,23,1.98,2.21,2.47
2019Q4,NOTTINGHILL SUITES,21,3.72,4.27,4.39
2019Q4,NOVENA REGENCY,11,4.48,4.65,5.0
2019Q4,NV RESIDENCES,18,2.28,2.43,2.75
2019Q4,OASIS @ ELIAS,18,2.05,2.18,2.34
2019Q4,OCEAN PARK,15,2.1,2.26,2.46
2019Q4,OKIO,12,4.01,4.33,4.76
2019Q4,OLEANAS RESIDENCE,9,2.92,2.98,3.16
2019Q4,OLEANDER TOWERS,12,2.74,2.8,3.13
2019Q4,ONE AMBER,15,3.1,3.22,3.44
2019Q4,ONE DEVONSHIRE,9,4.96,5.26,5.59
2019Q4,ONE DUSUN RESIDENCES,12,3.79,4.06,4.34
2019Q4,ONE JERVOIS,10,3.7,3.83,4.04
2019Q4,ONE OXLEY RISE,9,3.76,4.11,4.17
2019Q4,ONE SHENTON,1,4.17,4.48,5.7
2019Q4,ONE-NORTH RESIDENCES,5,3.79,4.19,4.77
2019Q4,OPTIMA @ TANAH MERAH,16,2.68,3.01,3.57
2019Q4,ORCHARD SCOTTS,9,3.93,4.14,4.64
2019Q4,ORCHID PARK CONDOMINIUM,27,1.9,2.02,2.11
2019Q4,OUE TWIN PEAKS,9,5.77,6.01,6.6
2019Q4,PALM GARDENS,23,1.91,1.97,2.08
2019Q4,PALM ISLES,17,2.43,2.6,3.15
2019Q4,PANDAN VALLEY,21,1.73,1.88,2.04
2019Q4,PARBURY HILL CONDOMINIUM,16,2.08,2.29,2.39
2019Q4,PARC CENTROS,19,2.54,2.91,3.59
2019Q4,PARC ELEGANCE,15,3.54,3.81,4.04
2019Q4,PARC EMILY,9,3.98,4.36,4.87
2019Q4,PARC HAVEN,12,3.08,3.59,4.18
2019Q4,PARC IMPERIAL,5,4.53,5.02,5.08
2019Q4,PARC OASIS,22,2.2,2.28,2.38
2019Q4,PARC OLYMPIA,17,2.32,2.57,2.79
2019Q4,PARC PALAIS,21,1.96,2.06,2.2
2019Q4,PARC ROSEWOOD,25,2.98,3.37,3.48
2019Q4,PARC SOPHIA,9,3.98,4.15,4.62
2019Q4,PARC VERA,19,2.55,2.67,2.69
2019Q4,PARC VISTA,22,2.14,2.21,2.36
2019Q4,PARK INFINIA AT WEE NAM,11,4.11,4.61,5.0
2019Q4,PARK VIEW MANSION,22,1.81,1.85,1.9
2019Q4,PARKSHORE,15,2.32,2.39,2.42
2019Q4,PARKVIEW APARTMENTS,23,2.14,2.25,2.33
2019Q4,PARVIS,10,3.7,4.0,4.47
2019Q4,PASTORAL VIEW,11,3.05,3.39,3.61
2019Q4,PAVILION 11,11,3.23,3.44,3.65
2019Q4,PAYA LEBAR RESIDENCES,14,2.71,2.78,3.0
2019Q4,PEBBLE BAY,15,2.99,3.17,3.37
2019Q4,PEOPLE'S PARK COMPLEX,1,2.77,3.49,4.4
2019Q4,PINEWOOD GARDENS,10,2.32,2.58,2.61
2019Q4,POLLEN & BLEU,10,3.96,4.29,4.47
2019Q4,PRESTIGE HEIGHTS,12,4.77,5.01,5.23
2019Q4,PRINCIPAL GARDEN,3,5.11,5.58,6.16
2019Q4,Q BAY RESIDENCES,18,2.51,2.76,3.24
2019Q4,QUEENS,3,3.13,3.35,3.52
2019Q4,RAFFLESIA CONDOMINIUM,20,2.6,2.8,2.94
2019Q4,REFLECTIONS AT KEPPEL BAY,4,3.97,4.32,4.61
2019Q4,REGAL COURT,12,2.4,2.4,2.54
2019Q4,REGENCY PARK,10,2.65,2.88,3.1
2019Q4,REGENT GROVE,23,1.92,2.03,2.16
2019Q4,REGENT HEIGHTS,23,2.05,2.13,2.15
2019Q4,REGENT PARK,5,2.65,2.83,2.98
2019Q4,REGENT RESIDENCES,12,3.06,3.23,4.26
2019Q4,REGENTVILLE,19,2.14,2.25,2.35
2019Q4,RESIDENCES @ EVELYN,11,3.6,3.7,3.77
2019Q4,REZI 26,14,3.1,3.32,3.82
2019Q4,RICHMOND PARK,9,3.68,3.81,4.45
2019Q4,RIDGEWOOD,10,2.04,2.14,2.34
2019Q4,RIO VISTA,19,2.0,2.06,2.16
2019Q4,RIPPLE BAY,18,2.55,2.9,3.31
2019Q4,RIS GRANDEUR,18,1.94,1.98,2.12
2019Q4,RIVER ISLES,19,2.2,2.32,2.5
2019Q4,RIVER PLACE,3,3.4,3.84,4.03
2019Q4,RIVERBANK @ FERNVALE,28,2.61,2.81,2.96
2019Q4,RIVEREDGE,15,3.22,3.51,3.88
2019Q4,RIVERGATE,9,4.24,4.45,4.89
2019Q4,RIVERSAILS,19,2.37,2.48,2.89
2019Q4,RIVERSIDE 48,9,3.47,3.54,3.78
2019Q4,RIVERSOUND RESIDENCE,19,2.35,2.43,2.65
2019Q4,RIVERTREES RESIDENCES,28,2.78,3.02,3.18
2019Q4,RIVERVALE CREST,19,1.94,2.14,2.2
2019Q4,RIVERWALK APARTMENTS,1,3.38,3.64,3.83
2019Q4,ROBERTSON 100,9,4.0,4.19,4.38
2019Q4,ROBIN RESIDENCES,10,4.61,5.39,5.71
2019Q4,ROBINSON SUITES,1,5.64,5.86,6.09
2019Q4,ROSEWOOD,25,1.96,2.06,2.12
2019Q4,RV EDGE,10,5.24,5.48,5.72
2019Q4,RV RESIDENCES,10,4.76,5.11,5.53
2019Q4,RV SUITES,10,4.15,4.47,5.0
2019Q4,SANCTUARY GREEN,15,2.84,3.05,3.31
2019Q4,SANT RITZ,13,3.94,4.08,4.27
2019Q4,SAVANNAH CONDOPARK,18,2.2,2.27,2.32
2019Q4,SCOTTS 28,9,3.38,3.55,3.64
2019Q4,SCOTTS SQUARE,9,6.33,6.97,7.4
2019Q4,SEA ESTA,18,2.54,2.65,3.1
2019Q4,SEAHILL,5,3.49,3.75,4.39
2019Q4,SEASCAPE,4,3.91,3.99,4.14
2019Q4,SEASONS PARK,26,1.88,1.98,2.05
2019Q4,SEASTRAND,18,2.51,2.87,3.1
2019Q4,SELETAR PARK RESIDENCE,28,2.42,2.79,2.99
2019Q4,SELETARIS,27,1.62,1.68,1.81
2019Q4,SENNETT ESTATE,13,2.38,2.64,2.75
2019Q4,SENNETT RESIDENCE,13,3.4,3.72,4.04
2019Q4,SERENITY PARK,28,1.78,2.0,2.2
2019Q4,SHAW PLAZA - TWIN HEIGHTS,12,2.23,2.43,2.46
2019Q4,SIGLAP V,15,2.65,3.39,3.68
2019Q4,SIGNATURE PARK,21,2.03,2.12,2.2
2019Q4,SILVERSEA,15,3.74,3.99,4.21
2019Q4,SIMS EDGE,14,4.1,4.22,4.52
2019Q4,SIMS URBAN OASIS,14,3.98,4.49,4.75
2019Q4,SIMSVILLE,14,2.65,2.71,2.85
2019Q4,SKIES MILTONIA,27,2.37,2.69,2.92
2019Q4,SKY GREEN,13,3.41,3.8,4.32
2019Q4,SKY HABITAT,20,3.44,3.71,3.89
2019Q4,SKY VUE,20,3.76,4.22,4.85
2019Q4,SKY@ELEVEN,11,3.09,3.3,3.51
2019Q4,SKYLINE RESIDENCES,4,3.93,4.4,5.5
2019Q4,SKYSUITES17,12,3.69,4.24,5.05
2019Q4,SKYSUITES@ANSON,2,6.16,7.02,7.55
2019Q4,SMART SUITES,14,3.43,3.84,4.31
2019Q4,SOHO 188,8,4.47,4.65,4.76
2019Q4,SOLEIL @ SINARAN,11,4.58,4.99,5.52
2019Q4,SOMMERVILLE PARK,10,2.58,2.72,3.0
2019Q4,SOPHIA HILLS,9,3.38,4.84,5.27
2019Q4,SOPHIA RESIDENCE,9,3.58,3.85,4.33
2019Q4,SOUTHBANK,7,4.02,4.2,4.47
2019Q4,SPACE @ KOVAN,19,3.15,3.59,4.03
2019Q4,SPANISH VILLAGE,10,2.16,2.27,2.82
2019Q4,SPOTTISWOODE 18,2,5.2,5.68,5.94
2019Q4,SPOTTISWOODE PARK,2,2.38,2.82,2.94
2019Q4,SPOTTISWOODE RESIDENCES,2,4.37,4.55,4.98
2019Q4,SPOTTISWOODE SUITES,2,5.48,5.57,5.79
2019Q4,SPRING GROVE,10,3.02,3.1,3.24
2019Q4,SPRINGDALE CONDOMINIUM,21,2.25,2.34,2.43
2019Q4,ST REGIS RESIDENCES SINGAPORE,10,3.65,4.13,4.49
2019Q4,ST THOMAS SUITES,9,3.78,4.07,4.43
2019Q4,STARLIGHT SUITES,9,4.03,4.3,4.8
2019Q4,STELLAR RV,10,4.35,4.46,4.69
2019Q4,STRATA,11,3.52,3.78,4.74
2019Q4,STRATUM,18,2.71,2.75,3.48
2019Q4,STUDIOS @ MARNE,8,3.44,3.8,4.02
2019Q4,STURDEE RESIDENCES,8,4.57,5.01,5.53
2019Q4,SUITES @ CAIRNHILL,9,4.51,4.51,4.9
2019Q4,SUITES @ EASTCOAST,15,3.51,4.23,4.25
2019Q4,SUITES @ NEWTON,11,4.47,4.73,4.88
2019Q4,SUITES AT ORCHARD,9,5.71,6.02,6.5
2019Q4,SUITES@ KATONG,15,4.15,4.45,4.57
2019Q4,SUNGLADE,19,2.78,2.83,3.02
2019Q4,SUNHAVEN,16,2.03,2.11,2.19
2019Q4,SUNSHINE PLAZA,7,3.45,3.63,3.93
2019Q4,SYMPHONY HEIGHTS,21,2.0,2.17,2.29
2019Q4,SYMPHONY SUITES,27,2.67,2.83,2.93
2019Q4,TANAMERA CREST,16,2.13,2.16,2.32
2019Q4,TANGLIN PARK,10,3.0,3.22,3.58
2019Q4,TANGLIN REGENCY,10,3.08,3.29,3.84
2019Q4,TANGLIN VIEW,3,3.14,3.29,3.33
2019Q4,TERESA VILLE,4,1.95,2.09,2.3
2019Q4,TERRASSE,19,2.7,2.94,3.32
2019Q4,THE ALPS RESIDENCES,18,3.29,3.64,3.91
2019Q4,THE ANCHORAGE,3,2.59,2.73,2.94
2019Q4,THE ARTE,12,2.66,2.69,2.8
2019Q4,THE ASTON,10,2.66,3.39,3.76
2019Q4,THE ATRIA AT MEYER,15,2.45,2.51,2.76
2019Q4,THE AZURE,4,3.36,3.66,3.7
2019Q4,THE BAYRON,9,4.31,4.76,5.38
2019Q4,THE BAYSHORE,16,2.35,2.45,2.55
2019Q4,THE BEACON,2,3.42,3.66,4.24
2019Q4,THE BELVEDERE,15,2.85,2.92,3.03
2019Q4,THE BENCOOLEN,7,3.77,3.9,4.09
2019Q4,THE BERTH BY THE COVE,4,3.04,3.2,3.44
2019Q4,THE BLOSSOMVALE,21,2.57,2.72,2.96
2019Q4,THE CALROSE,26,2.07,2.26,2.39
2019Q4,THE CAPE,15,4.02,4.33,4.9
2019Q4,THE CASCADIA,21,3.29,3.51,3.78
2019Q4,THE CATHAY RESIDENCE,9,4.08,4.44,4.78
2019Q4,THE CENTRIS,22,2.76,3.1,3.28
2019Q4,THE CLEARWATER,16,2.21,2.25,2.34
2019Q4,THE CLEMENT CANOPY,5,3.78,3.96,4.22
2019Q4,THE CLIFT,1,5.66,6.06,6.37
2019Q4,THE COAST AT SENTOSA COVE,4,3.4,3.46,3.55
2019Q4,THE COSMOPOLITAN,9,4.38,4.69,4.82
2019Q4,THE CREEK @ BUKIT,21,3.78,3.96,4.21
2019Q4,THE CREST,3,4.32,4.68,4.99
2019Q4,THE DAIRY FARM,23,1.74,1.87,2.08
2019Q4,THE DRAYCOTT,10,2.56,2.74,2.84
2019Q4,THE ESTA,15,3.09,3.27,3.43
2019Q4,THE ESTUARY,27,2.21,2.48,2.7
2019Q4,THE FORD @ HOLLAND,10,4.28,4.74,5.15
2019Q4,THE FORESTA @ MOUNT FABER,4,4.14,4.58,5.37
2019Q4,THE GALE,17,2.13,2.24,2.54
2019Q4,THE GARDENS AT BISHAN,20,2.36,2.49,2.61
2019Q4,THE GLADES,16,3.55,3.97,4.32
2019Q4,THE GLYNDEBOURNE,11,3.23,3.49,3.55
2019Q4,THE GRANGE,10,3.45,3.65,3.91
2019Q4,THE GREENWICH,28,2.64,2.82,2.99
2019Q4,THE HILLFORD,21,4.22,4.52,4.77
2019Q4,THE HILLIER,23,3.34,3.47,3.68
2019Q4,THE HILLSIDE,21,1.99,2.02,2.13
2019Q4,THE IMPERIAL,9,4.1,4.42,4.71
2019Q4,THE INFINITI,5,2.34,2.46,2.6
2019Q4,THE INFLORA,17,2.41,2.63,3.27
2019Q4,THE INTERLACE,4,2.98,3.4,3.6
2019Q4,THE INTERWEAVE,12,4.08,4.52,4.78
2019Q4,THE JADE,23,2.43,2.51,2.67
2019Q4,THE LAKEFRONT RESIDENCES,22,3.0,3.28,3.88
2019Q4,THE LAKESHORE,22,2.7,2.81,2.93
2019Q4,THE LANAI,23,2.78,2.84,2.95
2019Q4,THE LAURELS,9,5.25,5.49,5.84
2019Q4,THE LENOX,14,3.06,3.46,4.15
2019Q4,THE LEVELZ,10,3.13,3.4,3.69
2019Q4,THE LINE @ TANJONG RHU,15,3.96,4.11,4.42
2019Q4,THE LUMOS,9,2.8,2.8,2.8
2019Q4,THE LUXURIE,19,2.7,2.88,3.0
2019Q4,THE MADEIRA,23,2.04,2.16,2.37
2019Q4,THE MAKENA,15,2.48,2.6,2.71
2019Q4,THE MARBELLA,10,3.07,3.21,3.34
2019Q4,THE MAYFAIR,22,2.44,2.57,2.75
2019Q4,THE MERASAGA,10,3.79,4.06,4.42
2019Q4,THE METROPOLITAN CONDOMINIUM,3,3.44,3.66,3.87
2019Q4,THE METZ,9,5.98,6.08,6.32
2019Q4,THE MEYERISE,15,3.46,3.83,4.14
2019Q4,THE MEZZO,12,3.01,3.1,3.32
2019Q4,THE MILTONIA RESIDENCES,27,2.15,2.37,2.67
2019Q4,THE MINTON,19,2.55,2.68,2.79
2019Q4,THE MONTANA,10,3.63,3.98,4.39
2019Q4,THE NAUTICAL,27,2.3,2.56,3.1
2019Q4,THE NEXUS,21,3.0,3.17,3.54
2019Q4,THE OCEANFRONT @ SENTOSA COVE,4,3.37,3.78,3.97
2019Q4,THE PALETTE,18,2.47,2.61,2.88
2019Q4,THE PANORAMA,20,3.07,3.39,3.91
2019Q4,THE PARC CONDOMINIUM,5,2.83,2.99,3.27
2019Q4,THE PATERSON,9,3.7,3.96,4.11
2019Q4,THE PEAK @ CAIRNHILL II,9,3.98,4.2,4.5
2019Q4,THE PEAK@BALMEG,5,2.86,2.9,3.22
2019Q4,THE PETALS,23,1.98,2.09,2.12
2019Q4,THE PIER AT ROBERTSON,9,4.68,4.92,5.23
2019Q4,THE PLAZA,7,2.71,3.51,3.95
2019Q4,THE POIZ RESIDENCES,13,3.97,4.75,5.13
2019Q4,THE PROMENADE@PELIKAT,19,2.39,3.51,3.68
2019Q4,THE QUARTZ,19,2.33,2.35,2.43
2019Q4,THE RAINTREE,21,2.5,2.52,2.63
2019Q4,THE REGALIA,9,2.86,2.99,3.33
2019Q4,THE REGENCY AT TIONG BAHRU,3,4.1,4.33,4.54
2019Q4,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,4,4.4,4.5,4.57
2019Q4,THE RISE @ OXLEY - RESIDENCES,9,4.87,5.11,5.36
2019Q4,THE RIVERINE BY THE PARK,12,3.18,3.36,3.47
2019Q4,THE ROCHESTER RESIDENCES,5,3.36,3.83,4.09
2019Q4,THE SAIL @ MARINA BAY,1,4.61,4.94,5.5
2019Q4,THE SANTORINI,18,2.94,3.22,3.41
2019Q4,THE SCALA,19,3.38,3.58,3.67
2019Q4,THE SCOTTS TOWER,9,5.17,5.82,6.93
2019Q4,THE SEA VIEW,15,3.43,3.64,4.16
2019Q4,THE SEAFRONT ON MEYER,15,3.12,3.24,3.32
2019Q4,THE SEAWIND,15,3.44,3.63,3.75
2019Q4,THE SHELFORD,11,3.19,3.55,3.76
2019Q4,THE SHORE RESIDENCES,15,3.95,4.07,4.23
2019Q4,THE SKYWOODS,23,3.15,3.24,3.51
2019Q4,THE SORRENTO,5,3.65,4.48,4.73
2019Q4,THE SPRINGBLOOM,19,2.53,2.74,2.82
2019Q4,THE STERLING,21,2.77,2.96,3.1
2019Q4,THE SUITES AT CENTRAL,9,4.56,4.88,5.02
2019Q4,THE SUMMIT,16,2.08,2.16,2.48
2019Q4,THE SUNNY SPRING,14,2.42,2.59,2.8
2019Q4,THE TANAMERA,16,2.19,2.27,2.43
2019Q4,THE TEMBUSU,19,2.94,3.29,3.91
2019Q4,THE TENNERY,23,3.03,3.26,3.26
2019Q4,THE TESSARINA,10,2.78,2.9,3.02
2019Q4,THE TIER,12,3.78,3.84,3.99
2019Q4,THE TRILINQ,5,3.35,3.72,4.07
2019Q4,THE TRILLIUM,9,3.61,3.84,4.06
2019Q4,THE TRIZON,10,3.19,3.33,3.49
2019Q4,THE TRUMPS,14,2.91,3.02,3.48
2019Q4,THE VERVE,12,3.02,3.17,3.67
2019Q4,THE VIRIDIAN,12,3.98,4.15,4.22
2019Q4,THE VISION,5,3.27,3.42,3.67
2019Q4,THE WARREN,23,2.09,2.16,2.3
2019Q4,THE WATERINA,14,2.66,2.79,3.08
2019Q4,THE WATERSIDE,15,2.51,2.72,2.93
2019Q4,THE WHARF RESIDENCE,9,4.79,5.02,5.32
2019Q4,THE WISTERIA,27,2.57,3.03,3.63
2019Q4,THOMSON 800,11,2.46,2.55,2.61
2019Q4,THOMSON EURO-ASIA,11,3.4,3.54,3.71
2019Q4,THOMSON GRAND,20,2.55,2.64,2.73
2019Q4,THOMSON IMPRESSIONS,20,3.89,4.11,4.54
2019Q4,THOMSON THREE,20,2.97,3.12,3.48
2019Q4,TIARA,9,3.12,3.36,3.51
2019Q4,TIONG BAHRU ESTATE,3,2.93,3.79,4.2
2019Q4,TRE RESIDENCES,14,3.95,4.12,4.73
